idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family
2021,[C:1]([C@@:2]([O:3][H:10])([C:4]([O:5][H:13])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([C:2]([O:3][H:10])([H:9])[H:12])([H:6])([H:7])[H:8].[C:4]([O:5][H:13])[H:11],"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m1/s1","InChI=1S/C2H6O.CH2O/c1-2-3;1-2/h3H,2H2,1H3;1-2H",82.49865,73.51380999999999,
2022,[C:1]([C@@:2]([O:3][H:10])([C:4]([O:5][H:13])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([C:2][O:3][H:10])([H:6])([H:7])[H:8].[C:4]([O:5][H:13])([H:9])([H:11])[H:12],"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m1/s1","InChI=1S/C2H4O.CH4O/c1-2-3;1-2/h3H,1H3;2H,1H3",104.4473,66.09186,
2023,[C:1]([C@@:2]([O:3][H:10])([C:4]([O:5][H:13])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([C@@:2]([O:3][H:10])([C:4](=[O:5])[H:11])[H:9])([H:6])([H:7])[H:8].[H:12][H:13],"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m1/s1","InChI=1S/C3H6O2.H2/c1-3(5)2-4;/h2-3,5H,1H3;1H/t3-;/m1./s1",85.9671,20.76595,
2024,[C:1]([C@@:2]([O:3][H:10])([C:4]([O:5][H:13])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([C:2]([O:3][H:10])=[C:4]([H:11])[H:12])([H:6])([H:7])[H:8].[O:5]([H:9])[H:13],"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m1/s1","InChI=1S/C3H6O.H2O/c1-3(2)4;/h4H,1H2,2H3;1H2",73.45239000000001,4.89947,"1,3_Insertion_ROR"
2025,[C:1]([C@@:2]([O:3][H:10])([C:4]([O:5][H:13])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([H:6])([H:7])([H:8])[H:13].[C:2](=[O:3])([C:4]([O:5][H:10])([H:11])[H:12])[H:9],"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m1/s1","InChI=1S/C2H4O2.CH4/c3-1-2-4;/h1,4H,2H2;1H4",78.39783,8.47587,
2026,[C:1]([C@@:2]([O:3][H:10])([C:4]([O:5][H:13])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]1([H:6])([H:8])[C:2]([O:3][H:10])([H:9])[C:4]1([H:11])[H:12].[O:5]([H:7])[H:13],"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m1/s1","InChI=1S/C3H6O.H2O/c4-3-1-2-3;/h3-4H,1-2H2;1H2",99.8187,20.58377,
2027,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]=[C:2]=[C:3]([C:4]([C:5]([N:6]([H:8])[H:13])([H:11])[H:12])([H:9])[H:10])[H:7],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c5-3-1-2-4-6/h2H,1,3,5H2",81.57722,34.01043,
2028,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[C:3](=[C:4]([H:9])[H:10])([H:7])[H:8].[C:5](=[N:6][H:13])([H:11])[H:12].[O+:1]#[C-:2],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C2H4.CH3N.CO/c3*1-2/h1-2H2;2H,1H2;",96.3533,56.615559999999995,
2029,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]([C:2]1=[C:3]([H:7])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13])[H:8],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h2,5-6H,1,3H2",74.48461999999999,27.38557,ketoenol
2030,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]([C@:2]12[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C@@:5]1([H:12])[N:6]2[H:13])[H:11],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c6-4-2-1-3(4)5-4/h3,5-6H,1-2H2/t3-,4-/m1/s1",119.46625,61.03617,
2031,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]1/[C:2](=[N:6]\[H:13])[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c5-4-2-1-3-6-4/h5H,1-3H2/b5-4-",112.23615,16.005779999999998,ketoenol
2032,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[C:3]1([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12].[O:1]=[C:2]=[N:6][H:13],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)",InChI=1S/C3H6.CHNO/c1-2-3-1;2-1-3/h1-3H2;2H,101.51201999999999,29.6479,
2033,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]=[C:2]=[N:6][C:5]([C:4]([C:3]([H:7])([H:8])[H:13])([H:9])[H:10])([H:11])[H:12],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c1-2-3-5-4-6/h2-3H2,1H3",99.06898000000001,8.79234,
2034,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]1[C:2](=[C:3]([H:7])[H:8])[N:6]([H:13])[C:5]([H:11])([H:12])[C:4]1([H:9])[H:10],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c1-4-5-2-3-6-4/h5H,1-3H2",118.53183999999999,34.389829999999996,ketoenol
2035,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]=[C:2]([C:3]([C:4](/[C:5](=[N:6]/[H:13])[H:12])([H:9])[H:10])([H:7])[H:8])[H:11],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c5-3-1-2-4-6/h3-5H,1-2H2/b5-3+",92.89180999999999,29.679129999999997,
2036,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]=[C:2]([C:3]([C:4]([H:9])([H:10])[H:12])([H:7])[H:8])[N+:6](=[C-:5][H:11])[H:13],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c1-3-4(6)5-2/h2,5H,3H2,1H3",87.98425999999999,61.16848,
2037,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]=[C:2]([C:3]([C:4]([H:9])([H:10])[H:13])([H:7])[H:8])[N:6]=[C:5]([H:11])[H:12],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c1-3-4(6)5-2/h2-3H2,1H3",111.55008000000001,25.040960000000002,
2038,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]([C:2]1=[N:6][C:5]([H:11])([H:12])[C:4]([H:9])([H:10])[C:3]1([H:7])[H:8])[H:13],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)",50.23958,11.56381,ketoenol
2039,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1](/[C:2]([C:3]([C:4](=[C:5]([H:11])[H:12])[H:10])([H:7])[H:8])=[N:6]\[H:13])[H:9],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c1-2-3-4(5)6/h2H,1,3H2,(H2,5,6)",104.16905,26.72402,
2040,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O:1]([C+:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C-:5]([H:11])[N:6]1[H:13])[H:12],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h3,5-6H,1-2H2",111.56758,72.33766,
2041,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[O-:1][C:2](=[C+:3][H:8])[N:6]([C:5]([C:4]([H:7])([H:9])[H:10])([H:11])[H:12])[H:13],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H7NO/c1-3-5-4(2)6/h2,5H,3H2,1H3",93.32468,90.88891,
2042,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13],[H:7][H:11].[O-:1][C:2]1=[C:3]([H:8])[C:4]([H:9])([H:10])[C:5]([H:12])=[N+:6]1[H:13],"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)","InChI=1S/C4H5NO.H2/c6-4-2-1-3-5-4;/h2-3,6H,1H2;1H",82.0706,61.47985,
2043,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14],[C:1]([C:2]([O:3][H:12])([H:9])[H:10])([C:6]([O+:5]=[C-:4][H:11])([H:13])[H:14])([H:7])[H:8],InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,"InChI=1S/C4H8O2/c1-6-4-2-3-5/h1,5H,2-4H2",71.87491,57.98393000000001,
2044,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14],[C:1](=[C:2]([H:9])[H:10])([C:6]([O:5][C:4]([O:3][H:7])([H:11])[H:12])([H:13])[H:14])[H:8],InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h2,5H,1,3-4H2",80.87340999999999,12.01044,
2045,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14],[C:1]([C:6]([O:5][C:4]([O+:3]=[C-:2][H:9])([H:11])[H:12])([H:13])[H:14])([H:7])([H:8])[H:10],InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,"InChI=1S/C4H8O2/c1-3-6-4-5-2/h2H,3-4H2,1H3",86.98554,68.29553,
2046,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14],[C@@:1]1([C:2]([H:8])([H:9])[H:10])([H:7])[O:5][C:6]1([H:13])[H:14].[O:3]=[C:4]([H:11])[H:12],InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,"InChI=1S/C3H6O.CH2O/c1-3-2-4-3;1-2/h3H,2H2,1H3;1H2/t3-;/m0./s1",98.02059,31.69544,
2047,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O+:5]=[C-:6]1.[H:13][H:14],InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,"InChI=1S/C4H6O2.H2/c1-2-5-4-6-3-1;/h1-2,4H2;1H",87.33636,74.00543,
2048,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14],[C:1](=[C:2]([H:9])[H:10])([H:7])[H:8].[O:3]=[C:4]([H:11])[H:12].[O:5]=[C:6]([H:13])[H:14],InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,InChI=1S/C2H4.2CH2O/c3*1-2/h1-2H2;2*1H2,78.04186999999999,42.517559999999996,
2049,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14],[C:1]1([H:8])=[C:2]([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14].[H:7][H:9],InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,"InChI=1S/C4H6O2.H2/c1-2-5-4-6-3-1;/h1-2H,3-4H2;1H",110.73685,26.264020000000002,
2050,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5]1.[C:6]([H:13])[H:14],InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,InChI=1S/C3H6O2.CH2/c1-2-5-3-4-1;/h1-3H2;1H2,128.52122,116.22693000000001,
2051,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14],[C:1]1([H:7])([H:8])[C-:2]([H:10])[O+:3]=[C:4]([H:11])[O:5][C:6]1([H:13])[H:14].[H:9][H:12],InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,"InChI=1S/C4H6O2.H2/c1-2-5-4-6-3-1;/h2,4H,1,3H2;1H",82.62085,78.91194,
2052,[N:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:9])([H:7])[H:8],[N:1]([C:2](=[C:3]=[N:4][H:9])[C:5]#[N:6])([H:7])[H:8],"InChI=1S/C3H3N3/c4-1-3(6)2-5/h3H,6H2","InChI=1S/C3H3N3/c4-1-3(6)2-5/h4H,6H2",79.53726999999999,15.985570000000001,
2053,[N:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:9])([H:7])[H:8],[N+:1]([C-:2]([C:3]#[N:4])[H:9])([C:5]#[N:6])([H:7])[H:8],"InChI=1S/C3H3N3/c4-1-3(6)2-5/h3H,6H2","InChI=1S/C3H3N3/c4-1-2-6-3-5/h2H,6H2",79.18968000000001,70.12918,
2054,[N:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:9])([H:7])[H:8],[N:1]([C@@:2]([N+:4]#[C-:3])([C:5]#[N:6])[H:9])([H:7])[H:8],"InChI=1S/C3H3N3/c4-1-3(6)2-5/h3H,6H2","InChI=1S/C3H3N3/c1-6-3(5)2-4/h3H,5H2/t3-/m0/s1",51.19226,20.52373,
2055,[N:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:9])([H:7])[H:8],[C:5]=[N:6][H:7].[N:1](=[C:2](\[C:3]#[N:4])[H:9])\[H:8],"InChI=1S/C3H3N3/c4-1-3(6)2-5/h3H,6H2","InChI=1S/C2H2N2.CHN/c3-1-2-4;1-2/h1,3H;2H/b3-1-;",59.70624,32.925909999999995,
2056,[N:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:9])([H:7])[H:8],[N+:1]([C-:2]([C:3]#[N:4])[C:5]#[N:6])([H:7])([H:8])[H:9],"InChI=1S/C3H3N3/c4-1-3(6)2-5/h3H,6H2",InChI=1S/C3H3N3/c4-1-3(6)2-5/h6H3,58.71924,30.18338,
2057,[N:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:9])([H:7])[H:8],[N:1]([C:3]1=[N:4][C@:2]1([C:5]#[N:6])[H:9])([H:7])[H:8],"InChI=1S/C3H3N3/c4-1-3(6)2-5/h3H,6H2","InChI=1S/C3H3N3/c4-1-2-3(5)6-2/h2H,(H2,5,6)/t2-/m0/s1",94.30481,16.69716,
2058,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[c:5]1[H:9],[O:1]1[C:3](=[C:2]([H:6])[H:7])[C:4]([H:8])=[C:5]1[H:9],InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,"InChI=1S/C4H4O/c1-4-2-3-5-4/h2-3H,1H2",85.96099,42.16503,
2059,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[c:5]1[H:9],[O:1]=[C:5]([C:4]([C:3]#[C:2][H:6])([H:7])[H:8])[H:9],InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,"InChI=1S/C4H4O/c1-2-3-4-5/h1,4H,3H2",87.77176,32.59193,
2060,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[c:5]1[H:9],[O+:1]1=[C-:5][C:4]([H:8])=[C:3]([H:7])[C:2]1([H:6])[H:9],InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,"InChI=1S/C4H4O/c1-2-4-5-3-1/h1-2H,3H2",119.12413000000001,54.80134,
2061,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[c:5]1[H:9],[O+:1]1=[C-:2][C:3]([H:6])([H:7])[C:4]([H:8])=[C:5]1[H:9],InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,"InChI=1S/C4H4O/c1-2-4-5-3-1/h1,3H,2H2",65.59501999999999,57.14321999999999,Singlet_Carbene_Intra_Disproportionation
2062,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[c:5]1[H:9],[O:1]=[C:5]([C:4](=[C:3]=[C:2]([H:6])[H:7])[H:8])[H:9],InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,"InChI=1S/C4H4O/c1-2-3-4-5/h3-4H,1H2",69.3886,27.97025,
2063,[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[c:5]1[H:9],[O:1]1[C@@:2]2([H:6])[C:3]([H:7])=[C:4]([H:8])[C@@:5]12[H:9],InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,"InChI=1S/C4H4O/c1-2-4-3(1)5-4/h1-4H/t3-,4+",110.7652,66.48011,Intra_2+2_cycloaddition_Cd
2064,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([c:2]1[c:3]([H:10])[o+:4][c-:5][n:6]1[H:11])([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2,5H,1H3",71.32715,31.060370000000002,
2065,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([n+:6]1[c-:2][c:3]([H:10])[o:4][c:5]1[H:11])([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-5-2-3-6-4-5/h3-4H,1H3",121.20964,56.29705,
2066,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:3](=[C:2]=[N:6][C:5](=[O:4])[H:11])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-2-3-5-4-6/h2,4H,1H3",83.97363,26.476229999999997,
2067,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[C-:3]=[O+:4][C:5]([H:11])=[N:6]1)([H:8])[H:9].[H:7][H:10],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H3NO.H2/c1-4-2-6-3-5-4;/h3H,1H2;1H",127.12063,85.07751999999999,
2068,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[N:6][C@:5]2([H:11])[C@@:3]1([H:10])[O:4]2)([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-2-3-4(5-2)6-3/h3-4H,1H3/t3-,4-/m0/s1",91.56785,66.28161,
2069,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]1([H:8])([H:9])[C:2](=[N:6][C:5](=[O:4])[H:11])[C:3]1([H:7])[H:10],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c6-3-5-4-1-2-4/h3H,1-2H2",88.77649,37.57143,
2070,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C@:2]1([C:3](=[O:4])[H:10])[C:5]([H:11])=[N:6]1)([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4(3-6)2-5-4/h2-3H,1H3/t4-/m1/s1",88.13478,44.42049,ketoenol
2071,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C-:3]=[O+:4][C:5]([H:11])=[N:6]1)([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h3-4H,1H3/t4-/m0/s1",64.19996,58.56544,Singlet_Carbene_Intra_Disproportionation
2072,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[C:3]([H:7])([H:10])[O:4][C:5]([H:11])=[N:6]1)([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h3H,1-2H2",93.48244,15.05125,
2073,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[C-:3]([H:10])[O+:4]=[C:5]([H:11])[N:6]1[H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3,5H,1H2",85.00402,59.287169999999996,
2074,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]#[C:3][H:10])([H:7])([H:8])[H:9].[O:4]=[C:5]=[N:6][H:11],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C3H4.CHNO/c1-3-2;2-1-3/h1H,2H3;2H",104.2078,27.41868,
2075,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([O-:4])[H:10])[N+:6]#[C:5][H:11])([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4(3-6)5-2/h2-3H,1H3",49.37661,49.09497,
2076,[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]=[O:4])[H:10])([H:7])([H:8])[H:9].[C:5](#[N:6])[H:11],"InChI=1S/C4H5NO/c1-4-2-6-3-5-4/h2-3H,1H3","InChI=1S/C3H4O.CHN/c1-2-3-4;1-2/h2H,1H3;1H",88.77755,28.066209999999998,
2077,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5](=[O:6])[H:16])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])(/[C:4](=[C:5](\[O:6][H:15])[H:16])[H:14])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3","InChI=1S/C5H10O/c1-5(2)3-4-6/h3-6H,1-2H3/b4-3-",72.23442,10.803989999999999,ketoenol
2078,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5](=[O:6])[H:16])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]([C:4]([C:5](=[O:6])[H:16])([H:14])[H:15])[H:10])([H:8])[H:9].[C:3]([H:7])([H:11])([H:12])[H:13],"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3","InChI=1S/C4H6O.CH4/c1-2-3-4-5;/h2,4H,1,3H2;1H4",115.05373,20.21065,
2079,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5](=[O:6])[H:16])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:15].[C:2](\[C:3]([H:11])([H:12])[H:13])(=[C:4](/[C:5](=[O:6])[H:16])[H:14])[H:10],"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3","InChI=1S/C4H6O.CH4/c1-2-3-4-5;/h2-4H,1H3;1H4/b3-2+;",91.31671999999999,15.442739999999999,
2080,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5](=[O:6])[H:16])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:10].[C:2]([C:3]([H:11])([H:12])[H:13])[C:4]([C:5](=[O:6])[H:16])([H:14])[H:15],"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3","InChI=1S/C4H6O.CH4/c1-2-3-4-5;/h4H,3H2,1H3;1H4",93.80476999999999,86.42071,
2081,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5](=[O:6])[H:16])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3","InChI=1S/C4H10.CO/c1-4(2)3;1-2/h4H,1-3H3;",86.24861,-2.60416,"1,2_Insertion_CO"
