solute_inchi,solute_smiles,solute_name,solvent_inchi,solvent_smiles,solvent_name,temperature,temperature_units,solubility reported in paper,std reported in paper,units reported in paper,source,solvent_density [kg/m3],warning_density,experimental_logS [mol/L],logS_warning
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,298.24,K,0.0025992,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,802,,-1.54951654684386,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,ethyl acetate,323.19,K,0.002624,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,864.12,,-1.58806236913822,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,methyl ethyl ketone,293.17,K,0.0026808,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,805.13,,-1.52238303601342,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,288.17,K,0.0026987,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,813.63,,-1.52690572391269,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,288.24,K,0.0028158,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,793.43,,-1.31281787205201,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,288.23,K,0.0028625,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,818.34,,-1.5739965420168,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,288.18,K,0.0028913,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,807.59,,-1.40902577426916,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,288.17,K,0.0029396,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,810.06,,-1.4915769427174,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,propan-2-ol,298.24,K,0.0030181,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,783.5,,-1.40348200524296,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",CC(C)CCO,isopentanol,298.59,K,0.0030393,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,808.91,,-1.55292503220604,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,methyl ethyl ketone,298.16,K,0.0031239,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,802.45,,-1.45720535953013,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,303.2,K,0.0031597,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,794.38,,-1.46861233683299,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,293.3,K,0.0032939,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,789.08,,-1.24688857543092,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,293.14,K,0.0033228,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,809.75,,-1.43836026621468,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,293.29,K,0.0034403,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,814.3,,-1.49604333824216,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,293.27,K,0.0035097,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,803.41,,-1.32683320433544,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",CC(C)CCO,isopentanol,303.13,K,0.0036453,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,802.99,,-1.47689132913617,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,293.14,K,0.003651,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,806.08,,-1.39928241172616,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,methyl ethyl ketone,303.17,K,0.003699,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,794.65,,-1.38780962725201,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,propan-2-ol,303.21,K,0.0037099,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,776.94,,-1.31720348768861,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,298.28,K,0.0039067,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,784.9,,-1.17482853264809,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,308.22,K,0.0039567,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,790.62,,-1.37263820043015,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,298.17,K,0.0040293,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,810,,-1.35419284084378,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,298.5,K,0.0040801,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,810.21,,-1.42387677151276,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,298.53,K,0.004213,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,799.63,,-1.24925327133804,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,methyl ethyl ketone,308.14,K,0.0043601,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,789.41,,-1.31898249895084,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,298.16,K,0.0044384,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,804.67,,-1.31488478874727,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",CC(C)CCO,isopentanol,308.21,K,0.0045223,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,798.31,,-1.38542136484222,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,propan-2-ol,308.16,K,0.0046169,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,772.22,,-1.22446610697595,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,303.24,K,0.0046511,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,780.53,,-1.10118296908956,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,313.23,K,0.0048863,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,786.86,,-1.28265601058049,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,303.16,K,0.0049334,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,801.83,,-1.27028441980142,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,C1CCC(=O)CC1,cyclohexanone,283.14,K,0.0049601,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,954.39,,-1.31417437402705,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,303.24,K,0.0049673,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,806.93,,-1.33980186913757,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,methyl ethyl ketone,313.16,K,0.0050519,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,784.11,,-1.25764796917869,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,303.33,K,0.005165,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,795.8,,-1.16244415295853,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,303.16,K,0.0053035,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,797.85,,-1.24086766848679,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,308.22,K,0.0053843,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,776.34,,-1.03962700266055,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",CC(C)CCO,isopentanol,313.25,K,0.005547,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,793.81,,-1.29873029852297,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,propan-2-ol,313.14,K,0.0056952,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,768.01,,-1.13521103870768,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,methyl ethyl ketone,318.17,K,0.0058038,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,778.8,,-1.20001299791815,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,308.14,K,0.0059894,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,797.82,,-1.18776367952498,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,308.02,K,0.0059996,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,800.56,,-1.26079114370547,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,318.17,K,0.0060272,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,783.16,,-1.19306930078865,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,C1CCC(=O)CC1,cyclohexanone,288.19,K,0.0060521,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,950.18,,-1.22920183100371,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,308.23,K,0.0061709,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,791.24,,-1.08722232360437,Converted from mole fraction
"InChI=1/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)/f/h21,23H",CC(OC1=CC=C(C=C1)CCNC(C2=CC=C(C=C2)Cl)=O)(C(O)=O)C,bezafibrate,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,308.14,K,0.0064177,,mole fraction,https://doi.org/10.1021/acs.jced.0c00025,793.56,,-1.15990556690115,Converted from mole fraction
